ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Meta: _deal_sales_counts,Meta: _deal_quantity,Meta: _sizechart_select,Meta: _video_select,Meta: _extra_info,Meta: inline_featured_image,Meta: om_disable_all_campaigns,Meta: woosw_count,Meta: woosw_add,Meta: woosw_remove,Meta: _wp_page_template,Meta: yikes_woo_products_tabs,Meta: rs_page_bg_color,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global
6969,simple,ED1308,LED video walls & LED tiles for indoor displays,1,0,visible,"Transform any space into a captivating visual spectacle, engaging audiences with vibrant colors, seamless integration, and limitless possibilities with our LED video walls for stunning indoor displays.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > LED Video Wall",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-126.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-101.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-57.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/Micro USB/USB type C,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6970,simple,ED1309,"Rectangle LED Video Wall Indoor LED Display 4K, 800w, Display Size: 10x8 Ft,6x6 Ft",1,0,visible,"With its impressive 4K resolution, powerful 800w output, and versatile size options of 10x8 ft, it creates a mesmerizing canvas for showcasing captivating content and making a lasting impact.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > LED Video Wall",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-128.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-103.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,4k ultra HD,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/Micro USB/USB type C,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6971,simple,ED1310,"Rectangle LED Video Wall Indoor LED Display 4K, 800w, Display Size: 6x6 Ft",1,0,visible,"Designed for indoor displays, this cutting-edge masterpiece boasts a mesmerizing 4K resolution and an impressive 800w output. With a precisely tailored size of 6x6 ft, it becomes the ultimate platform for showcasing your content with unrivaled clarity, vibrancy, and impact.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > LED Video Wall",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-127.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-102.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,4k ultra HD,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/Micro USB/USB type C,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6972,simple,ED1311,Professional Display - P2.5 Indoor advertising Led Video Wall,1,0,visible,"The P2.5 Indoor Advertising LED Video Wall is a high-resolution, seamless display solution designed for indoor environments. With vibrant colors, easy installation, and flexible content management, it captivates audiences and enhances advertising experiences.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > LED Video Wall",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-114.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-91.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/Micro USB/USB type C,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6973,simple,ED1312,Boardroom Conference Room Led Display System for Video Conferencing & Presentations,1,0,visible,"The Boardroom Conference Room LED Display System optimizes video conferencing and presentations with high-resolution visuals, integrated audio, seamless connectivity, and user-friendly controls, enhancing collaboration and productivity in corporate environments.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > LED Video Wall",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-112.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-89.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/Micro USB/USB type C,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6974,simple,ED1313,LED 49 inch Digital Signage | Banner,1,0,visible,"The LED 49-inch Digital Signage Banner is a versatile display solution for advertising and information dissemination. With its vibrant visuals and compact size, it efficiently captures attention and delivers impactful messages in various indoor settings, enhancing engagement and communication with the audience.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Banner Digital Signage, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-113.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-90.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,42.5 x 24.1,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,5 ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6975,simple,ED1314,LED 55 inch Digital Signage | Banner,1,0,visible,"Elevate your advertising with the LED 55-inch Digital Signage Banner. Its expansive display showcases stunning visuals, attracting attention in any indoor environment. With easy installation and remote content management, it's a dynamic solution for captivating audiences",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Banner Digital Signage, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-114.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-91.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,47.9 x 26.8,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,5 ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6976,simple,ED1315,"Mild Steel Android Digital Advertising Display, Indoor,",1,0,visible,"Enhance your indoor advertising with the Mild Steel Android Digital Advertising Display. This sleek and durable display offers seamless integration, vibrant visuals, and an intuitive Android operating system for effortless content management, making it an ideal solution for captivating and engaging audiences.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Android Digital Advertising Display, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-112.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-89.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Android,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,5 ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6977,simple,ED1316,Android Digital Advertising Displays,1,0,visible,"These sleek and modern displays combine cutting-edge technology with seamless functionality, offering vibrant colors, dynamic content, and interactive features that transform ordinary spaces into extraordinary experiences.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Android Digital Advertising Display, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-111.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-88.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-53.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/04-18.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Android,1,1,Britness,400 Nits,1,1,Viewing Angle,180 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,5 ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,,,,,,,,,,,,,,,,,,,,,,
6978,simple,ED1317,LED Screen Cube 4 Sides and 5 Side Advertising,1,0,visible,"Our innovative LED Screen Cube, featuring 4 sides for captivating advertising content. With an additional 5th side, it offers unparalleled visibility and engagement. Its high-resolution display, sleek design, and versatile mounting options make it the perfect choice for dynamic and impactful promotional campaigns.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Digital LED Cube, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-117.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-94.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Floor/ Rooftop,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6979,simple,ED1318,Cube LED Screen Indoor Magic Cubes LED Display,1,0,visible,"This cutting-edge product offers a mesmerizing visual experience with its vibrant and high-definition display. Its compact design and easy installation make it an ideal choice for indoor advertising, creating magical and captivating promotional displays.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Digital LED Cube, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-116.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-93.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-55.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Floor/ Rooftop,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6980,simple,ED1319,Special Shape Design LED cube,1,0,visible,"Experience the future of advertising with our Special Shape Design LED Cube. Its unique and eye-catching shape, combined with brilliant LED technology, creates an immersive visual display that captures attention and leaves a lasting impression.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Digital LED Cube, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-115.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-92.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-54.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/04-19.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Floor/ Rooftop,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6981,simple,ED1320,360 Degree 1.5m Diameter Spherical Screen,1,0,visible,"Step into a world of immersive visuals with our 360 Degree 1.5m Diameter Spherical Screen. This captivating masterpiece envelops viewers in a stunning display from all angles, bringing your content to life with an unrivaled level of engagement and impact.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > LED Sphere",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-133.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-108.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Floor/ Rooftop,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,360 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6982,simple,ED1321,P3 Indoor Digital Advertising Display,1,0,visible,P3 Indoor Digital Advertising Display delivers breathtaking visuals with its ultra-high resolution and vibrant color reproduction. Seamlessly blend creativity and innovation to captivate your audience.,,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Advertising Displays, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-134.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-109.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Floor/ Rooftop,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6983,simple,ED1322,P4 Indoor Digital Advertising Display,1,0,visible,"With its superior image quality and stunning clarity, this display ensures vivid and eye-catching visuals. Perfect for indoor environments, it's a versatile and reliable solution to enhance your advertising campaigns and captivate your audience.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Advertising Displays, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-135.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-110.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Floor/ Rooftop,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6984,simple,ED1323,P2 Indoor Digital Advertising Display,1,0,visible,Embark on a visual journey like no other with our P2 Indoor Digital Advertising Display. This sleek and sophisticated display is a captivating canvas that transforms your brand story into a mesmerizing work of art.,,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Advertising Displays, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-133.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-108.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,,1,1,Dimension,,1,1,Application,Indoor,1,1,Unit Type,Floor/ Rooftop,1,1,Resolution,1920*1080,1,1,Operating System,Video wall Controller,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,150 - 300W,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,3ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6985,simple,ED1324,55 Inch Digital Signage Display,1,0,visible,"With its advanced technology, seamless integration, and dynamic features, this futuristic display becomes the centerpiece of your business, captivating customers with immersive visuals and real-time information, elevating your brand to new heights.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Wayfinding Displays",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-94.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-72.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,47.8 x 26.9,1,1,Application,Indoor,1,1,Unit Type,Hanging/Floor/ Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,100 AC -240V,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,5ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6986,simple,ED1325,19'' Commercial Android Touch Screen Monitor,1,0,visible,"Introducing our 19'' Commercial Android Touch Screen Monitor. With its compact size and powerful Android operating system, it offers businesses a versatile and interactive solution. Engage customers with ease, deliver dynamic content, and unlock new levels of interactivity for a seamless and impactful display experience.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Touch Screen Monitor",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-93.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-70.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,16.3W x 10.4H x 1.5D,1,1,Application,Indoor,1,1,Unit Type,Hanging/Floor/ Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,100 AC -240V,1,1,Interface ,m,1,1,Response Time,5ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6987,simple,ED1326,"21.5"" Commercial Android Touch Screen Monitor",1,0,visible,"Unleash the power of interactivity with our 21.5"" Commercial Android Touch Screen Monitor. This sleek and versatile display combines a vibrant screen with an intuitive touch interface, enabling businesses to engage customers, deliver dynamic content, and elevate their brand presence with ease and precision.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Touch Screen Monitor",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-92.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-71.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-40.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/04-13.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,19.8W x 11.9H x 2D,1,1,Application,Indoor,1,1,Unit Type,Hanging/Floor/ Wall Mount,1,1,Resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,100 AC -240V,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,5ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
6988,simple,ED1327,15 inch Windows All In One Touch Screen Point Of Sale Terminal Pos Ordering System,1,0,visible,"Streamline your business operations with our 15-inch Windows All-In-One Touch Screen Point of Sale (POS) Terminal. This advanced system combines a responsive touch screen with powerful Windows software, providing a seamless ordering experience and efficient management of sales transactions, inventory, and customer data.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Point of Sale Displays",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-97.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-75.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-43.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/04-14.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,360 x 250 x 60,1,1,Application,Indoor,1,1,Unit Type,Counter portable,1,1,Resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,Viewing Angle,85 degree,1,1,Input Voltage,100 AC -240V,1,1,Interface ,HDMI/USB Port/SD Card,1,1,Response Time,5ms,1,1,Format ,HTML/JPG/BMP/GIF/PNG/MP4,1,1,Internet Connectivity ,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,Warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,a:0:{},,,,,,,,,,,,,,,,,,,,,
